user_id,cohort_year,seasons_active,avg_rank_score,peak_rank_score,peak_rank,avg_session_mins,avg_sessions_per_week,avg_esports_watch_hrs,is_esports_watcher,avg_agent_diversity,avg_cross_platform_hrs,is_cross_platform,account_age_days,pct_seasons_retained,has_purchased,first_spend_year,transaction_count,total_spend,avg_spend_per_txn,max_single_txn,recency_days
U62988,2023,3,4.33,5,Platinum,43.53,4.2,9.15,Yes,3.33,1.06,Yes,801,0.6667,Yes,2021.0,3,8.81,2.94,5.41,1202.0
U62989,2022,4,6.75,7,Ascendant,46.05,7.85,5.46,Yes,5.75,2.23,Yes,1438,1.0,Yes,2022.0,6,49.11,8.18,12.25,235.0
U62990,2021,2,2.5,3,Silver,37.15,5.1,6.66,Yes,6.0,2.26,Yes,564,1.0,Yes,2023.0,4,23.69,5.92,11.18,15.0
U62991,2023,3,1.0,1,Iron,36.9,2.57,2.78,Yes,4.0,2.45,Yes,942,0.3333,No,,0,0.0,0.0,0.0,
U62992,2024,2,6.5,7,Ascendant,36.2,7.15,3.99,Yes,5.0,1.43,Yes,389,0.5,Yes,2022.0,6,27.75,4.62,9.64,299.0
U62993,2024,2,4.0,4,Gold,51.95,5.15,5.51,Yes,6.0,1.21,Yes,455,0.0,No,,0,0.0,0.0,0.0,
U62994,2024,2,6.0,6,Diamond,47.95,8.15,2.14,Yes,6.0,1.54,Yes,679,0.5,No,,0,0.0,0.0,0.0,
U62995,2024,1,2.0,2,Bronze,44.6,4.3,1.31,Yes,6.0,0.0,No,45,0.0,Yes,2023.0,10,437.49,43.75,59.97,128.0
U62996,2024,2,7.0,7,Ascendant,54.65,6.45,12.4,Yes,6.5,11.17,Yes,527,1.0,Yes,2023.0,38,5430.93,142.92,291.75,52.0
U62997,2024,2,4.0,4,Gold,42.9,6.1,2.08,Yes,6.0,1.44,Yes,646,0.5,No,,0,0.0,0.0,0.0,
U62998,2021,4,4.0,4,Gold,37.92,6.9,1.26,Yes,6.75,3.0,Yes,1419,0.75,Yes,2022.0,6,214.2,35.7,60.02,626.0
U62999,2024,2,5.0,5,Platinum,36.6,7.5,10.51,Yes,4.5,0.0,No,727,0.0,No,,0,0.0,0.0,0.0,
U63000,2023,3,1.0,1,Iron,38.07,3.43,4.85,Yes,3.33,2.37,Yes,870,1.0,Yes,2021.0,6,26.16,4.36,8.98,446.0
U63001,2024,2,1.0,1,Iron,28.8,3.0,6.08,Yes,3.5,0.0,No,589,1.0,Yes,2021.0,3,11.17,3.72,7.98,1240.0
U63002,2024,2,2.5,3,Silver,44.55,3.75,5.32,Yes,5.0,0.0,No,373,0.5,Yes,2024.0,3,11.64,3.88,5.95,54.0
U63003,2021,1,5.0,5,Platinum,40.3,5.9,12.05,Yes,5.0,0.0,No,192,1.0,No,,0,0.0,0.0,0.0,
U63004,2021,5,3.6,5,Platinum,37.96,5.48,1.28,Yes,4.8,3.31,Yes,1562,1.0,Yes,2023.0,26,3835.75,147.53,253.88,58.0
U63005,2022,4,6.25,7,Ascendant,54.32,7.12,5.98,Yes,5.75,0.0,No,1255,0.75,Yes,2023.0,8,243.58,30.45,49.95,31.0
U63006,2023,3,7.67,8,Immortal,58.2,8.13,0.54,No,5.33,3.74,Yes,793,1.0,Yes,2022.0,42,6088.42,144.96,270.56,30.0
U63007,2022,4,4.0,4,Gold,46.32,4.97,9.38,Yes,5.75,0.0,No,1331,1.0,Yes,2022.0,11,394.47,35.86,55.03,50.0
U63008,2024,2,2.0,2,Bronze,33.4,4.3,9.84,Yes,4.5,0.0,No,466,0.5,No,,0,0.0,0.0,0.0,
U63009,2023,3,6.67,7,Ascendant,58.1,5.23,6.67,Yes,5.67,0.0,No,776,0.6667,Yes,2021.0,8,209.42,26.18,46.51,902.0
U63010,2021,1,4.0,4,Gold,43.3,6.0,11.94,Yes,5.0,0.0,No,5,0.0,No,,0,0.0,0.0,0.0,
U63011,2023,3,5.33,6,Diamond,46.1,6.6,4.08,Yes,4.67,0.83,Yes,784,0.3333,No,,0,0.0,0.0,0.0,
U63012,2022,1,2.0,2,Bronze,30.5,6.0,1.15,Yes,6.0,0.0,No,131,1.0,No,,0,0.0,0.0,0.0,
U63013,2024,2,6.0,6,Diamond,53.85,6.6,7.68,Yes,7.0,0.0,No,412,0.5,Yes,2021.0,3,15.98,5.33,7.99,1128.0
U63014,2024,2,5.0,5,Platinum,51.65,6.1,3.29,Yes,4.5,3.43,Yes,666,1.0,Yes,2022.0,4,38.42,9.6,12.35,167.0
U63015,2024,2,2.0,2,Bronze,35.4,4.5,7.78,Yes,5.0,2.07,Yes,597,0.5,Yes,2021.0,3,15.25,5.08,6.78,1219.0
U63016,2023,3,1.0,1,Iron,30.2,4.4,4.57,Yes,2.0,2.3,Yes,821,1.0,Yes,2023.0,3,18.97,6.32,9.71,469.0
U63017,2022,3,2.0,2,Bronze,30.3,6.03,3.17,Yes,6.33,0.0,No,875,1.0,No,,0,0.0,0.0,0.0,
U63018,2021,3,5.0,5,Platinum,37.03,3.7,5.38,Yes,6.0,1.8,Yes,836,0.6667,No,,0,0.0,0.0,0.0,
U63019,2024,2,4.0,4,Gold,54.6,6.8,4.15,Yes,5.5,0.0,Yes,456,0.5,No,,0,0.0,0.0,0.0,
U63020,2021,2,5.5,6,Diamond,59.2,7.05,0.78,Yes,3.5,5.21,Yes,600,0.5,No,,0,0.0,0.0,0.0,
U63021,2023,3,3.0,4,Gold,28.47,5.13,2.83,Yes,5.0,0.0,No,935,0.3333,No,,0,0.0,0.0,0.0,
U63022,2021,1,7.0,7,Ascendant,56.7,7.8,1.05,Yes,6.0,0.0,No,334,1.0,Yes,2023.0,6,40.76,6.79,11.0,107.0
U63023,2021,1,3.0,3,Silver,38.0,4.6,0.12,No,3.0,0.0,No,293,1.0,No,,0,0.0,0.0,0.0,
U63024,2023,3,4.0,4,Gold,35.03,4.43,4.95,Yes,5.0,5.14,Yes,1001,1.0,Yes,2024.0,1,4.83,4.83,4.83,645.0
U63025,2021,3,8.67,9,Radiant,47.33,5.87,4.28,Yes,6.67,0.0,No,1032,0.6667,No,,0,0.0,0.0,0.0,
U63026,2021,4,4.0,4,Gold,47.02,6.72,8.68,Yes,5.0,0.0,No,1391,0.75,Yes,2023.0,7,264.38,37.77,60.31,88.0
U63027,2021,5,8.4,9,Radiant,61.42,5.38,3.88,Yes,5.4,0.0,No,1483,0.6,Yes,2021.0,10,361.31,36.13,57.76,847.0
U63028,2024,2,4.0,4,Gold,37.15,6.3,2.91,Yes,7.0,6.38,Yes,434,1.0,No,,0,0.0,0.0,0.0,
U63029,2021,5,4.2,5,Platinum,45.54,4.94,7.44,Yes,4.4,2.36,Yes,1720,0.6,Yes,2023.0,8,309.58,38.7,60.75,131.0
U63030,2023,2,5.5,6,Diamond,43.1,5.15,1.88,Yes,6.0,1.88,Yes,368,0.0,No,,0,0.0,0.0,0.0,
U63031,2021,4,5.5,6,Diamond,50.45,6.2,7.14,Yes,5.25,0.0,No,1219,0.75,No,,0,0.0,0.0,0.0,
U63032,2023,1,8.0,8,Immortal,60.5,4.8,0.04,No,3.0,0.0,No,146,1.0,No,,0,0.0,0.0,0.0,
U63033,2022,4,1.25,2,Bronze,34.85,4.6,3.18,Yes,4.5,2.33,Yes,1162,1.0,Yes,2024.0,6,279.94,46.66,63.38,198.0
U63034,2021,5,2.6,3,Silver,40.94,4.36,5.28,Yes,6.8,0.0,No,1615,0.4,Yes,2022.0,3,16.18,5.39,5.88,559.0
U63035,2021,1,6.0,6,Diamond,51.3,6.2,4.4,Yes,3.0,0.0,No,354,1.0,No,,0,0.0,0.0,0.0,
U63036,2021,1,3.0,3,Silver,39.5,8.2,7.1,Yes,5.0,2.96,Yes,94,1.0,No,,0,0.0,0.0,0.0,
U63037,2023,2,3.5,4,Gold,39.05,6.3,5.79,Yes,6.0,0.2,Yes,620,1.0,Yes,2021.0,2,13.53,6.76,8.5,1465.0
U63038,2024,2,4.5,5,Platinum,40.2,6.3,8.9,Yes,5.0,0.0,No,432,0.5,No,,0,0.0,0.0,0.0,
U63039,2023,3,6.33,7,Ascendant,53.13,7.0,2.25,Yes,3.0,0.74,Yes,908,0.3333,Yes,2021.0,15,464.95,31.0,65.06,41.0
U63040,2023,3,5.0,6,Diamond,45.37,5.23,7.48,Yes,3.0,1.09,Yes,750,1.0,Yes,2021.0,15,503.29,33.55,54.2,10.0
U63041,2024,2,1.5,2,Bronze,39.15,2.45,6.08,Yes,5.5,0.0,No,392,0.0,No,,0,0.0,0.0,0.0,
U63042,2024,2,6.0,6,Diamond,55.85,5.0,7.02,Yes,5.5,3.39,Yes,718,1.0,Yes,2022.0,6,30.92,5.15,12.58,55.0
U63043,2023,3,6.0,7,Ascendant,53.57,5.77,6.18,Yes,5.67,0.0,No,1061,1.0,Yes,2022.0,4,29.23,7.31,8.4,871.0
U63044,2022,4,2.75,3,Silver,43.15,4.12,4.92,Yes,5.75,2.87,Yes,1337,0.5,Yes,2022.0,1,10.0,10.0,10.0,1244.0
U63045,2022,3,1.33,2,Bronze,29.8,4.27,1.65,Yes,5.0,5.65,Yes,1065,0.3333,Yes,2022.0,2,7.56,3.78,5.21,1189.0
U63046,2023,3,3.67,4,Gold,33.43,4.07,1.32,Yes,4.0,2.76,Yes,828,1.0,No,,0,0.0,0.0,0.0,
U63047,2021,1,5.0,5,Platinum,42.7,6.2,4.6,Yes,7.0,0.0,No,2,1.0,No,,0,0.0,0.0,0.0,
U63048,2023,3,3.0,3,Silver,42.3,4.87,15.17,Yes,5.33,0.0,No,875,0.6667,No,,0,0.0,0.0,0.0,
U63049,2022,1,4.0,4,Gold,55.5,5.9,0.35,No,3.0,0.0,No,234,0.0,Yes,2023.0,3,24.14,8.05,12.06,395.0
U63050,2024,2,3.0,3,Silver,46.4,5.45,2.5,Yes,4.5,0.0,No,449,1.0,No,,0,0.0,0.0,0.0,
U63051,2023,1,1.0,1,Iron,48.9,5.5,5.84,Yes,7.0,0.0,No,79,1.0,No,,0,0.0,0.0,0.0,
U63052,2021,4,5.25,6,Diamond,38.4,5.75,3.43,Yes,5.75,8.17,Yes,1436,1.0,Yes,2024.0,4,182.36,45.59,65.95,175.0
U63053,2024,1,6.0,6,Diamond,51.1,4.8,0.64,No,6.0,0.0,No,170,0.0,No,,0,0.0,0.0,0.0,
U63054,2022,2,5.0,5,Platinum,52.0,5.85,7.93,Yes,6.5,0.0,No,474,0.5,No,,0,0.0,0.0,0.0,
U63055,2023,3,5.0,5,Platinum,44.47,5.43,16.13,Yes,4.33,0.36,Yes,859,1.0,Yes,2021.0,9,310.76,34.53,58.96,1054.0
U63056,2021,5,6.8,8,Immortal,58.7,5.34,3.22,Yes,5.6,4.93,Yes,1671,1.0,Yes,2024.0,4,41.1,10.28,13.87,37.0
U63057,2021,2,4.0,4,Gold,42.5,4.6,5.96,Yes,2.0,0.02,Yes,641,1.0,No,,0,0.0,0.0,0.0,
U63058,2021,2,5.0,5,Platinum,46.9,5.25,6.66,Yes,3.0,1.66,Yes,665,0.5,No,,0,0.0,0.0,0.0,
U63059,2024,2,3.0,3,Silver,29.55,7.35,11.41,Yes,3.5,0.0,No,479,1.0,Yes,2021.0,6,38.0,6.33,10.26,910.0
U63060,2021,1,5.0,5,Platinum,43.4,5.8,4.77,Yes,1.0,12.45,Yes,349,1.0,No,,0,0.0,0.0,0.0,
U63061,2023,3,2.0,2,Bronze,46.67,4.23,3.74,Yes,7.67,0.0,No,890,1.0,Yes,2021.0,8,242.37,30.3,45.85,946.0
U63062,2024,2,3.5,4,Gold,45.55,6.1,4.27,Yes,5.0,5.58,Yes,619,1.0,Yes,2023.0,7,187.91,26.84,49.29,8.0
U63063,2021,3,7.33,8,Immortal,54.9,6.8,5.14,Yes,4.0,1.44,Yes,964,0.3333,No,,0,0.0,0.0,0.0,
U63064,2022,4,3.0,3,Silver,31.62,7.05,11.66,Yes,4.75,0.0,No,1104,1.0,Yes,2021.0,53,6736.1,127.1,271.89,3.0
U63065,2022,2,1.0,1,Iron,36.9,3.4,1.75,Yes,4.5,9.27,Yes,442,0.5,Yes,2024.0,4,25.43,6.36,11.48,1.0
U63066,2022,1,6.0,6,Diamond,62.5,7.9,10.44,Yes,6.0,0.0,No,309,1.0,Yes,2022.0,6,31.87,5.31,12.51,285.0
U63067,2022,4,6.75,8,Immortal,52.42,5.12,7.93,Yes,6.25,0.0,No,1457,0.75,Yes,2022.0,14,415.58,29.68,56.67,4.0
U63068,2021,4,2.75,3,Silver,35.92,3.95,6.38,Yes,5.25,0.0,No,1117,0.5,Yes,2021.0,2,53.87,26.94,45.38,1466.0
U63069,2021,2,5.5,6,Diamond,46.25,5.65,3.69,Yes,5.0,0.0,No,615,1.0,No,,0,0.0,0.0,0.0,
U63070,2023,3,5.33,6,Diamond,53.17,5.97,2.74,Yes,6.33,4.93,Yes,879,0.0,Yes,2024.0,2,19.53,9.76,11.07,506.0
U63071,2023,3,4.0,4,Gold,43.5,4.17,3.22,Yes,6.0,1.0,Yes,896,0.6667,Yes,2021.0,7,255.7,36.53,48.89,756.0
U63072,2024,2,7.5,8,Immortal,56.95,5.55,3.36,Yes,7.5,0.32,Yes,636,0.5,No,,0,0.0,0.0,0.0,
U63073,2021,5,4.2,5,Platinum,48.18,5.28,3.98,Yes,5.0,3.88,Yes,1557,0.8,Yes,2022.0,42,5820.84,138.59,290.61,98.0
U63074,2023,2,6.0,6,Diamond,52.0,7.95,4.05,Yes,3.0,0.0,No,523,1.0,No,,0,0.0,0.0,0.0,
U63075,2023,3,3.33,4,Gold,48.57,6.53,12.15,Yes,4.33,10.92,Yes,944,1.0,Yes,2024.0,3,15.89,5.3,9.8,144.0
U63076,2023,3,7.67,8,Immortal,61.27,6.27,2.79,Yes,6.0,1.67,Yes,875,0.3333,Yes,2021.0,4,22.33,5.58,8.17,957.0
U63077,2024,2,4.0,4,Gold,34.9,5.55,3.24,Yes,5.0,0.0,No,554,1.0,Yes,2022.0,5,21.69,4.34,10.76,179.0
U63078,2022,1,5.0,5,Platinum,51.0,7.5,9.25,Yes,4.0,0.0,No,79,1.0,No,,0,0.0,0.0,0.0,
U63079,2022,3,5.0,5,Platinum,53.73,4.43,4.92,Yes,4.67,18.41,Yes,960,0.6667,No,,0,0.0,0.0,0.0,
U63080,2021,2,1.0,1,Iron,26.15,2.6,3.47,Yes,5.5,0.0,No,383,1.0,No,,0,0.0,0.0,0.0,
U63081,2022,4,6.0,6,Diamond,49.0,7.15,8.3,Yes,6.25,1.14,Yes,1357,1.0,Yes,2023.0,38,5670.36,149.22,267.61,74.0
U63082,2023,3,4.0,4,Gold,31.6,2.67,8.93,Yes,5.0,3.12,Yes,826,1.0,Yes,2021.0,10,85.07,8.51,12.53,263.0
U63083,2023,3,6.0,6,Diamond,58.3,5.4,3.47,Yes,4.33,0.05,Yes,959,0.6667,No,,0,0.0,0.0,0.0,
U63084,2023,2,4.0,4,Gold,42.0,3.7,1.72,Yes,4.0,6.03,Yes,484,0.5,Yes,2023.0,4,38.51,9.63,13.72,34.0
U63085,2021,5,2.8,4,Gold,38.36,4.66,3.86,Yes,6.8,1.56,Yes,1754,1.0,Yes,2024.0,7,261.95,37.42,64.28,0.0
U63086,2024,2,5.0,5,Platinum,40.05,5.95,2.41,Yes,5.0,0.0,No,585,0.5,No,,0,0.0,0.0,0.0,
U63087,2022,4,6.75,7,Ascendant,53.22,5.65,9.25,Yes,5.0,6.72,Yes,1433,1.0,Yes,2022.0,12,313.76,26.15,60.37,118.0
U63088,2021,2,5.0,5,Platinum,38.0,3.1,7.12,Yes,4.0,18.77,Yes,636,0.5,No,,0,0.0,0.0,0.0,
U63089,2021,3,1.33,2,Bronze,29.13,4.0,2.97,Yes,3.0,0.0,No,929,1.0,Yes,2021.0,4,22.15,5.54,7.35,1213.0
U63090,2023,3,4.0,4,Gold,40.8,3.97,12.3,Yes,7.0,3.05,Yes,855,1.0,Yes,2022.0,35,5186.35,148.18,290.55,15.0
U63091,2021,3,5.0,5,Platinum,48.13,6.27,1.12,Yes,5.67,2.05,Yes,1002,0.6667,No,,0,0.0,0.0,0.0,
U63092,2022,4,5.25,6,Diamond,47.48,4.78,3.22,Yes,4.5,1.52,Yes,1352,0.75,Yes,2024.0,5,190.44,38.09,65.71,163.0
U63093,2021,1,3.0,3,Silver,16.1,4.3,11.94,Yes,7.0,0.0,No,152,1.0,Yes,2021.0,4,20.77,5.19,9.65,811.0
U63094,2021,1,4.0,4,Gold,36.9,5.3,0.54,No,4.0,0.0,No,343,1.0,No,,0,0.0,0.0,0.0,
U63095,2021,1,5.0,5,Platinum,43.2,6.5,0.61,No,1.0,0.83,Yes,238,1.0,Yes,2022.0,15,608.25,40.55,60.1,135.0
U63096,2024,2,4.5,5,Platinum,47.4,6.5,6.6,Yes,3.0,1.68,Yes,549,0.0,Yes,2024.0,3,27.86,9.29,13.54,29.0
U63097,2021,2,5.0,5,Platinum,43.15,5.75,8.44,Yes,5.0,2.96,Yes,618,0.5,No,,0,0.0,0.0,0.0,
U63098,2024,2,3.5,4,Gold,41.75,3.85,7.8,Yes,4.0,5.66,Yes,696,0.0,Yes,2022.0,5,41.61,8.32,11.58,242.0
U63099,2022,3,3.0,3,Silver,35.4,4.57,1.46,Yes,4.0,5.5,Yes,731,0.6667,Yes,2021.0,2,16.46,8.23,8.31,1176.0
U63100,2023,1,4.0,4,Gold,40.8,6.4,1.97,Yes,4.0,0.0,No,272,0.0,No,,0,0.0,0.0,0.0,
U63101,2021,2,9.0,9,Radiant,62.85,6.15,4.69,Yes,5.0,1.76,Yes,710,0.5,No,,0,0.0,0.0,0.0,
U63102,2022,1,4.0,4,Gold,49.7,5.5,3.25,Yes,7.0,0.0,No,332,1.0,No,,0,0.0,0.0,0.0,
U63103,2021,1,1.0,1,Iron,34.7,3.6,8.17,Yes,1.0,0.0,No,238,1.0,No,,0,0.0,0.0,0.0,
U63104,2021,4,1.0,1,Iron,30.22,4.62,4.51,Yes,3.75,4.29,Yes,1331,0.5,No,,0,0.0,0.0,0.0,
U63105,2021,1,9.0,9,Radiant,63.9,5.2,2.31,Yes,3.0,0.0,No,265,0.0,No,,0,0.0,0.0,0.0,
U63106,2024,2,5.0,5,Platinum,45.45,6.5,11.11,Yes,2.5,0.0,No,601,0.5,Yes,2022.0,3,24.73,8.24,11.62,941.0
U63107,2022,3,4.0,4,Gold,49.47,3.27,3.86,Yes,7.0,1.42,Yes,1016,0.6667,Yes,2023.0,10,339.4,33.94,58.66,3.0
U63108,2024,2,6.0,6,Diamond,50.7,5.55,1.27,Yes,3.5,1.3,Yes,492,0.0,Yes,2021.0,9,265.96,29.55,66.31,391.0
U63109,2024,2,1.5,2,Bronze,38.0,5.3,0.97,Yes,1.5,0.0,No,544,0.0,Yes,2021.0,6,36.85,6.14,9.96,238.0
U63110,2024,2,2.5,3,Silver,36.75,4.2,2.8,Yes,4.5,4.06,Yes,594,0.5,Yes,2022.0,5,36.79,7.36,11.24,371.0
U63111,2021,5,6.8,8,Immortal,54.24,5.94,2.32,Yes,5.0,5.09,Yes,1598,0.8,Yes,2021.0,3,23.07,7.69,9.71,1188.0
U63112,2023,3,4.33,5,Platinum,46.93,6.0,3.78,Yes,7.0,1.45,Yes,770,0.6667,Yes,2024.0,6,280.06,46.68,72.83,122.0
U63113,2021,1,2.0,2,Bronze,32.3,5.0,0.67,No,5.0,4.65,Yes,337,0.0,No,,0,0.0,0.0,0.0,
U63114,2024,1,5.0,5,Platinum,62.6,5.4,7.46,Yes,3.0,0.0,No,82,0.0,Yes,2021.0,9,263.21,29.25,44.68,780.0
U63115,2022,4,5.25,6,Diamond,35.52,5.1,5.45,Yes,5.0,0.34,Yes,1401,0.5,Yes,2023.0,4,18.67,4.67,10.56,131.0
U63116,2022,4,3.0,3,Silver,37.28,7.32,4.08,Yes,5.0,1.01,Yes,1112,0.5,Yes,2021.0,7,241.61,34.52,47.46,828.0
U63117,2024,2,2.0,2,Bronze,39.75,4.8,0.89,Yes,4.5,3.4,Yes,578,1.0,Yes,2024.0,3,28.65,9.55,11.72,230.0
U63118,2024,2,7.5,8,Immortal,51.1,5.4,5.07,Yes,5.0,1.68,Yes,722,1.0,Yes,2022.0,41,6022.79,146.9,267.94,19.0
U63119,2021,3,5.0,5,Platinum,44.67,5.53,6.21,Yes,5.0,3.44,Yes,1004,0.6667,Yes,2022.0,6,33.84,5.64,9.14,32.0
U63120,2024,2,8.0,8,Immortal,64.75,7.55,2.86,Yes,3.5,0.18,Yes,661,0.5,No,,0,0.0,0.0,0.0,
U63121,2023,3,4.0,5,Platinum,43.57,2.7,10.96,Yes,4.0,0.0,No,853,1.0,Yes,2022.0,6,49.75,8.29,13.2,40.0
U63122,2024,2,3.5,4,Gold,52.05,6.1,4.86,Yes,5.0,3.9,Yes,548,1.0,No,,0,0.0,0.0,0.0,
U63123,2023,3,6.0,7,Ascendant,59.47,4.57,10.51,Yes,3.67,0.0,No,822,0.6667,Yes,2024.0,3,16.33,5.44,9.2,229.0
U63124,2022,2,8.0,8,Immortal,55.65,6.25,2.2,Yes,5.5,0.0,No,602,1.0,Yes,2021.0,3,20.58,6.86,11.28,816.0
U63125,2023,3,6.0,7,Ascendant,52.5,5.7,7.71,Yes,4.0,0.0,No,1060,0.6667,No,,0,0.0,0.0,0.0,
U63126,2022,3,1.0,1,Iron,35.67,4.1,7.82,Yes,5.33,2.64,Yes,899,1.0,Yes,2022.0,2,13.82,6.91,7.6,998.0
U63127,2024,2,5.0,5,Platinum,22.3,7.5,3.6,Yes,7.0,0.0,No,662,1.0,Yes,2021.0,3,18.64,6.21,9.21,1073.0
U63128,2022,4,3.25,4,Gold,42.72,4.95,5.04,Yes,4.75,4.97,Yes,1143,0.75,Yes,2024.0,4,31.91,7.98,14.47,11.0
U63129,2024,2,4.0,4,Gold,43.8,6.8,2.35,Yes,4.5,0.86,Yes,458,0.5,Yes,2024.0,6,185.1,30.85,50.81,98.0
U63130,2023,2,3.0,3,Silver,29.5,6.2,6.46,Yes,7.0,0.0,No,584,0.5,Yes,2021.0,2,14.11,7.06,9.51,1500.0
U63131,2023,2,3.5,4,Gold,45.55,4.55,4.65,Yes,3.0,4.18,Yes,438,0.5,No,,0,0.0,0.0,0.0,
U63132,2022,2,4.5,5,Platinum,43.75,6.55,12.5,Yes,4.0,6.79,Yes,370,0.5,No,,0,0.0,0.0,0.0,
U63133,2021,4,1.25,2,Bronze,33.22,2.58,7.0,Yes,5.5,1.92,Yes,1370,0.5,Yes,2021.0,8,49.99,6.25,10.18,383.0
U63134,2024,2,1.0,1,Iron,33.1,3.3,0.4,No,3.0,0.0,No,477,1.0,Yes,2023.0,3,22.99,7.66,9.76,371.0
U63135,2023,2,3.0,3,Silver,44.2,6.65,2.26,Yes,4.5,0.0,No,643,0.0,No,,0,0.0,0.0,0.0,
U63136,2022,4,5.0,5,Platinum,47.7,4.6,7.97,Yes,6.25,0.0,No,1137,0.5,Yes,2023.0,2,16.76,8.38,11.9,834.0
U63137,2023,3,3.0,3,Silver,41.23,6.43,5.44,Yes,3.0,1.86,Yes,779,1.0,Yes,2021.0,8,60.52,7.56,11.15,184.0
U63138,2024,2,3.0,3,Silver,40.5,1.4,3.77,Yes,3.0,0.0,No,696,0.5,Yes,2022.0,6,27.01,4.5,9.18,463.0
U63139,2021,2,6.0,6,Diamond,63.5,2.8,6.84,Yes,5.0,0.53,Yes,412,0.5,No,,0,0.0,0.0,0.0,
U63140,2022,1,6.0,6,Diamond,47.6,8.8,1.09,Yes,7.0,0.0,No,302,0.0,No,,0,0.0,0.0,0.0,
U63141,2023,3,4.0,4,Gold,39.6,5.33,2.81,Yes,6.33,0.0,No,886,1.0,No,,0,0.0,0.0,0.0,
U63142,2023,3,6.0,6,Diamond,52.6,3.77,3.04,Yes,5.33,5.71,Yes,924,0.3333,No,,0,0.0,0.0,0.0,
U63143,2022,3,4.0,4,Gold,38.7,7.07,3.33,Yes,6.0,0.0,No,1070,0.6667,No,,0,0.0,0.0,0.0,
U63144,2024,2,8.0,8,Immortal,77.9,4.4,3.64,Yes,5.0,0.0,No,385,1.0,Yes,2022.0,51,7413.75,145.37,289.91,26.0
U63145,2021,2,1.0,1,Iron,22.4,2.9,7.1,Yes,4.5,0.0,No,440,0.5,Yes,2023.0,3,22.73,7.58,11.41,703.0
U63146,2021,2,5.5,6,Diamond,41.35,4.9,3.23,Yes,4.5,5.76,Yes,616,0.5,Yes,2021.0,1,4.77,4.77,4.77,1503.0
U63147,2023,3,1.67,2,Bronze,35.87,5.03,1.76,Yes,4.0,0.0,No,894,0.6667,Yes,2021.0,2,9.26,4.63,7.3,1493.0
U63148,2024,2,5.0,5,Platinum,29.45,6.25,7.16,Yes,2.5,0.0,No,504,0.5,Yes,2022.0,13,395.46,30.42,54.41,214.0
U63149,2022,3,3.33,4,Gold,44.97,5.63,3.82,Yes,5.0,0.0,No,1082,1.0,Yes,2021.0,2,5.75,2.88,4.61,1528.0
U63150,2021,2,6.0,6,Diamond,47.95,5.75,7.94,Yes,3.5,1.92,Yes,551,0.5,No,,0,0.0,0.0,0.0,
U63151,2022,1,2.0,2,Bronze,19.0,4.4,14.43,Yes,3.0,0.0,No,91,1.0,No,,0,0.0,0.0,0.0,
U63152,2022,2,4.5,5,Platinum,30.9,3.7,10.53,Yes,2.5,0.27,Yes,722,1.0,No,,0,0.0,0.0,0.0,
U63153,2024,1,6.0,6,Diamond,49.4,5.6,1.94,Yes,6.0,0.0,No,179,0.0,No,,0,0.0,0.0,0.0,
U63154,2023,1,3.0,3,Silver,40.4,3.8,0.53,No,3.0,12.96,Yes,363,0.0,No,,0,0.0,0.0,0.0,
U63155,2023,2,5.5,6,Diamond,45.05,6.35,1.8,Yes,3.5,4.11,Yes,368,1.0,Yes,2022.0,10,226.46,22.65,33.79,442.0
U63156,2021,3,4.33,5,Platinum,54.43,6.2,2.73,Yes,5.33,0.0,No,870,0.6667,Yes,2021.0,5,31.77,6.35,9.17,1046.0
U63157,2024,2,3.0,3,Silver,32.85,4.7,2.06,Yes,3.5,1.06,Yes,549,0.5,Yes,2024.0,7,225.44,32.21,67.14,37.0
U63158,2023,3,4.0,4,Gold,38.17,3.77,4.61,Yes,5.33,8.24,Yes,1085,0.6667,Yes,2021.0,11,410.08,37.28,61.0,378.0
U63159,2024,1,5.0,5,Platinum,49.8,3.7,2.34,Yes,4.0,0.0,No,272,1.0,Yes,2021.0,18,562.35,31.24,61.29,118.0
U63160,2024,2,6.0,6,Diamond,41.45,7.45,1.0,Yes,4.5,1.69,Yes,372,0.5,Yes,2023.0,2,10.72,5.36,6.41,733.0
U63161,2024,2,2.0,2,Bronze,28.25,4.7,2.98,Yes,3.5,0.0,No,661,1.0,Yes,2023.0,9,438.39,48.71,67.44,4.0
U63162,2024,2,2.0,2,Bronze,35.85,3.7,1.0,Yes,7.0,0.0,No,378,0.5,No,,0,0.0,0.0,0.0,
U63163,2024,2,2.0,2,Bronze,14.35,5.85,0.58,Yes,5.5,0.0,No,432,1.0,No,,0,0.0,0.0,0.0,
U63164,2022,2,4.0,4,Gold,43.6,5.6,1.13,Yes,1.5,17.18,Yes,664,0.5,Yes,2022.0,7,39.5,5.64,9.55,7.0
U63165,2024,2,3.5,4,Gold,36.85,8.95,3.58,Yes,5.0,1.74,Yes,646,1.0,No,,0,0.0,0.0,0.0,
U63166,2021,1,3.0,3,Silver,19.0,2.9,4.6,Yes,6.0,14.98,Yes,251,1.0,No,,0,0.0,0.0,0.0,
U63167,2023,2,6.0,6,Diamond,49.05,5.15,1.25,Yes,1.5,4.47,Yes,377,1.0,Yes,2023.0,3,25.21,8.4,11.46,489.0
