user_id,rank,account_age_days,avg_session_mins,sessions_per_week,esports_watch_hrs,is_esports_watcher,primary_agent,primary_role,agent_diversity,cross_platform_hrs,is_cross_platform,primary_other_platform,retained_30d
U02683,Iron,969,41.3,8.5,2.22,1,Raze,Duelist,1,0,0,None,1
U02684,Silver,1061,35.8,7.2,0.68,0,Astra,Controller,1,0,0,None,1
U02685,Silver,237,32.9,7.6,4.76,1,Reyna,Duelist,7,7.65,1,League of Legends,1
U02686,Iron,1086,37.5,10.2,0.54,0,Clove,Controller,5,0,0,None,1
U02687,Bronze,233,20.3,11.4,1.56,0,KAY/O,Initiator,3,5.56,1,Wild Rift,1
U02688,Silver,547,40.2,5,1,0,Reyna,Duelist,2,6.57,1,League of Legends,1
U02689,Gold,546,53.4,6,10.15,1,Skye,Initiator,4,2.2,1,TFT,1
U02690,Silver,472,53.5,6.7,4.77,1,Raze,Duelist,1,0,0,None,1
U02691,Gold,718,38.4,6.3,8.1,1,Viper,Controller,2,7.22,1,Legends of Runeterra,1
U02692,Gold,879,40.2,2.8,3.31,1,Viper,Controller,2,0.5,1,Wild Rift,1
U02693,Iron,862,17.1,4.6,7.2,1,Clove,Controller,2,0,0,None,1
U02694,Gold,368,35,6.1,6.43,1,Sage,Sentinel,2,3.1,1,Legends of Runeterra,1
U02695,Ascendant,416,34.3,5.8,7.63,1,Brimstone,Controller,6,21.37,1,Wild Rift,1
U02696,Gold,1078,49.3,9.5,1.49,0,Gekko,Initiator,3,4.06,1,Legends of Runeterra,1
U02697,Platinum,535,57.1,8.2,0.04,0,Cypher,Sentinel,2,0,0,None,1
U02698,Silver,709,35.5,9.7,0.21,0,Sage,Sentinel,3,0,0,None,1
U02699,Platinum,719,34.3,5.6,14.9,1,Clove,Controller,6,0,0,None,1
U02700,Platinum,914,50.7,10.5,13.17,1,Chamber,Sentinel,3,3.96,1,TFT,1
U02701,Gold,652,33.6,8.6,4.82,1,Deadlock,Sentinel,2,0,0,None,1
U02702,Immortal,922,64.1,8.2,0.11,0,Yoru,Duelist,7,14.22,1,League of Legends,1
U02703,Bronze,982,61.2,12.2,2.13,0,Raze,Duelist,5,0,0,None,1
U02704,Iron,813,24.4,7.3,1.24,0,Fade,Initiator,3,0,0,None,1
U02705,Platinum,524,38.1,7,0.46,0,Deadlock,Sentinel,6,2.98,1,Legends of Runeterra,1
U02706,Platinum,1091,29.5,9.4,0.54,0,Reyna,Duelist,1,6.27,1,Legends of Runeterra,1
U02707,Bronze,776,39.8,4.6,0.38,0,Astra,Controller,3,0,0,None,1
U02708,Silver,466,41.9,7.3,13.33,1,Cypher,Sentinel,1,0,0,None,1
U02709,Iron,374,31.8,13.1,0.22,0,Deadlock,Sentinel,1,0,0,None,1
U02710,Silver,579,41.2,2.5,1.11,0,Brimstone,Controller,3,0,0,None,0
U02711,Platinum,849,34.5,7,0.43,0,Breach,Initiator,8,0,0,None,1
U02712,Gold,570,24,7.8,0.87,0,Raze,Duelist,10,2.33,1,Legends of Runeterra,1
U02713,Silver,173,31.9,6.7,6.83,1,Deadlock,Sentinel,5,0,0,None,1
U02714,Silver,617,18,6.3,7.93,1,Sage,Sentinel,7,0,0,None,1
U02715,Iron,686,24.4,12.1,0.05,0,Killjoy,Sentinel,1,0,0,None,1
U02716,Silver,374,44.7,6.1,8.29,1,Chamber,Sentinel,2,0,0,None,1
U02717,Gold,725,44.7,9.4,1.06,0,Jett,Duelist,6,0,0,None,1
U02718,Immortal,297,34.7,8,0.62,0,Brimstone,Controller,8,10.2,1,Wild Rift,1
U02719,Diamond,198,62.6,10.2,0.77,0,Phoenix,Duelist,7,0,0,None,1
U02720,Iron,62,32.7,9.8,3.87,1,Clove,Controller,4,0,0,None,0
U02721,Diamond,406,34.4,8.8,0.06,0,Reyna,Duelist,5,1.2,1,Legends of Runeterra,1
U02722,Platinum,422,42.6,6.9,7.96,1,Yoru,Duelist,7,1.21,1,Wild Rift,1
U02723,Platinum,518,40,8.2,4.88,1,Cypher,Sentinel,6,0,0,None,1
U02724,Silver,751,30.6,9.4,0.18,0,Harbor,Controller,4,0,0,None,1
U02725,Silver,975,50.8,10.4,6.02,1,Deadlock,Sentinel,3,1.14,1,League of Legends,1
U02726,Silver,1082,27.7,8.6,0.08,0,Brimstone,Controller,3,0,0,None,1
U02727,Iron,68,37.2,6.8,6.18,1,Iso,Duelist,4,0,0,None,0
U02728,Bronze,1070,21.9,11.2,0.44,0,Skye,Initiator,3,0,0,None,1
U02729,Silver,255,40.6,5.9,6.83,1,Chamber,Sentinel,1,0,0,None,1
U02730,Gold,96,47.2,7,7.33,1,Brimstone,Controller,6,1.86,1,League of Legends,1
U02731,Platinum,864,50.2,14,0.15,0,Cypher,Sentinel,5,0,0,None,1
U02732,Gold,1076,45,7.9,0.44,0,Jett,Duelist,6,0.5,1,Legends of Runeterra,1
U02733,Iron,1028,32.1,9,0.04,0,Sova,Initiator,5,0,0,None,1
U02734,Ascendant,266,40.2,6.7,10.54,1,Chamber,Sentinel,2,24.28,1,TFT,1
U02735,Ascendant,986,40.4,12.4,12.97,1,Jett,Duelist,6,6.18,1,Wild Rift,1
U02736,Platinum,948,50.6,5.1,0.85,0,Skye,Initiator,6,3.7,1,Wild Rift,1
U02737,Immortal,502,40.9,6.1,14.96,1,Sova,Initiator,7,0.5,1,Wild Rift,1
U02738,Gold,582,26.1,10.9,7.51,1,Brimstone,Controller,3,0,0,None,1
U02739,Ascendant,724,70.2,8.3,8.59,1,Raze,Duelist,3,4.48,1,League of Legends,1
U02740,Iron,346,31.9,6.3,6.18,1,Brimstone,Controller,1,0,0,None,0
U02741,Silver,627,48.6,9.1,0.06,0,Deadlock,Sentinel,3,0,0,None,1
U02742,Bronze,797,48.5,6.5,0.19,0,Yoru,Duelist,3,0.5,1,TFT,1
U02743,Bronze,915,38.6,4.3,7.29,1,KAY/O,Initiator,2,4.17,1,League of Legends,1
U02744,Bronze,590,33.5,5.7,0.02,0,Jett,Duelist,2,0,0,None,1
U02745,Gold,287,39.7,5.3,7.72,1,Fade,Initiator,4,0,0,None,1
U02746,Platinum,786,66.3,12.1,0.28,0,Breach,Initiator,2,0,0,None,1
U02747,Gold,152,37.3,11.8,0.62,0,Omen,Controller,1,0,0,None,1
U02748,Bronze,371,40.1,4.9,9.5,1,Yoru,Duelist,5,2.79,1,League of Legends,1
U02749,Platinum,289,55.1,9.9,0.3,0,Sova,Initiator,3,0.5,1,Legends of Runeterra,1
U02750,Gold,124,47,7.4,0.21,0,Omen,Controller,1,0,0,None,0
U02751,Silver,70,54,12.2,6.56,1,Sage,Sentinel,1,0,0,None,1
U02752,Platinum,283,42.4,15.7,5.47,1,Neon,Duelist,4,4.57,1,League of Legends,1
U02753,Silver,36,49.1,10,1.12,1,Viper,Controller,4,0,0,None,1
U02754,Silver,757,19.5,6.3,9.22,1,Skye,Initiator,8,0,0,None,1
U02755,Diamond,98,66.2,5.5,0.59,0,Reyna,Duelist,6,0,0,None,1
U02756,Silver,571,54.5,8.5,0.03,0,Omen,Controller,5,0,0,None,1
U02757,Gold,118,40.3,7.7,0.35,0,Viper,Controller,1,0,0,None,1
U02758,Diamond,242,55.3,4.7,7.6,1,Omen,Controller,4,0.5,1,Wild Rift,1
U02759,Platinum,863,57.7,8.8,6.8,1,Reyna,Duelist,8,0,0,None,1
U02760,Iron,295,22.5,13.3,4.49,1,Cypher,Sentinel,1,0,0,None,1
U02761,Bronze,941,36.3,9.8,7.81,1,Jett,Duelist,4,0,0,None,1
U02762,Iron,322,19.3,3.5,0.11,0,Neon,Duelist,5,0,0,None,0
U02763,Gold,362,57.7,8.1,0.61,0,Brimstone,Controller,3,0,0,None,1
U02764,Silver,1034,50.9,8.9,0.54,0,Neon,Duelist,3,0,0,None,1
U02765,Bronze,76,34.6,8.9,0.23,0,Reyna,Duelist,4,0,0,None,0
U02766,Ascendant,651,48.2,4.5,0.17,0,Gekko,Initiator,7,0,0,None,1
U02767,Gold,456,42.2,7.8,1.26,0,Astra,Controller,5,17.33,1,TFT,1
U02768,Silver,239,30.2,8.6,0.62,1,Breach,Initiator,4,0,0,None,1
U02769,Gold,917,41.9,7.6,0.28,0,Viper,Controller,5,10.89,1,TFT,1
U02770,Platinum,183,34.5,2.8,9.39,1,Cypher,Sentinel,6,7.26,1,Wild Rift,0
U02771,Iron,444,45.8,6.5,0.08,0,Chamber,Sentinel,2,0,0,None,1
U02772,Silver,798,54.6,10.2,6.93,1,Neon,Duelist,4,0,0,None,1
U02773,Platinum,1012,58.3,6.9,7.9,1,Omen,Controller,2,0,0,None,1
U02774,Silver,608,26.7,6.4,4.6,1,Yoru,Duelist,3,0,0,None,1
U02775,Gold,769,41.5,12.4,0.28,0,Cypher,Sentinel,7,0,0,None,1
U02776,Silver,192,48,7.2,1.01,0,Sage,Sentinel,4,0,0,None,0
U02777,Iron,1068,44.2,7.3,1.48,0,Iso,Duelist,3,0,0,None,0
U02778,Bronze,224,15.9,1.8,0.24,0,Brimstone,Controller,3,0.5,1,Wild Rift,0
U02779,Silver,571,49.9,4.6,0.39,0,Sage,Sentinel,8,0,0,None,1
U02780,Bronze,388,23.1,14,0.19,0,Gekko,Initiator,5,5.09,1,Legends of Runeterra,1
U02781,Iron,879,33.2,12,0.23,0,Astra,Controller,3,0,0,None,1
U02782,Diamond,456,65.1,10.4,10.57,1,Killjoy,Sentinel,5,3.09,1,Legends of Runeterra,1
U02783,Immortal,526,69.5,2.9,15.18,1,Cypher,Sentinel,7,10.73,1,League of Legends,1
U02784,Platinum,857,62.9,4.6,14.73,1,Gekko,Initiator,2,0,0,None,1
U02785,Diamond,515,37.2,4.9,0.73,0,Chamber,Sentinel,10,17.93,1,Legends of Runeterra,1
U02786,Silver,359,31.2,3.7,0.37,0,Brimstone,Controller,2,0,0,None,0
U02787,Ascendant,918,46.2,8.2,9.95,1,Raze,Duelist,4,5.29,1,League of Legends,1
U02788,Bronze,1020,36.2,9.7,8.26,1,Omen,Controller,4,0,0,None,1
U02789,Ascendant,288,55.6,7.5,13.89,1,Iso,Duelist,7,1.15,1,Wild Rift,1
U02790,Immortal,321,71.3,8.9,1.38,0,Sova,Initiator,2,0,0,None,1
U02791,Platinum,172,35.9,7.7,0.02,0,Killjoy,Sentinel,5,0,0,None,1
U02792,Immortal,776,48.5,12.5,9.31,1,Chamber,Sentinel,10,0.57,1,Wild Rift,1
U02793,Gold,656,61.1,10.9,0.04,0,Cypher,Sentinel,3,0,0,None,1
U02794,Silver,119,27.1,8.3,0.03,0,Sova,Initiator,2,0,0,None,1
U02795,Silver,749,49.7,11.6,3.79,1,Fade,Initiator,4,0,0,None,1
U02796,Gold,510,42.9,7.1,9.41,1,Deadlock,Sentinel,2,0,0,None,1
U02797,Iron,113,39.7,12.2,0.56,0,Sage,Sentinel,4,0.5,1,TFT,1
U02798,Gold,702,34.3,6.4,8.78,1,Deadlock,Sentinel,5,0,0,None,1
U02799,Immortal,546,64.5,3.9,0.24,0,Fade,Initiator,3,0,0,None,1
U02800,Bronze,514,30.1,3.6,0.38,0,Killjoy,Sentinel,3,0,0,None,0
U02801,Platinum,811,30,4.5,0.18,0,Cypher,Sentinel,4,2.87,1,Wild Rift,1
U02802,Diamond,133,55.8,6.8,0.36,0,Jett,Duelist,3,0.75,1,TFT,1
U02803,Ascendant,368,23,12.8,11.25,1,Yoru,Duelist,2,19.73,1,League of Legends,1
U02804,Ascendant,716,46.2,8.1,0.41,0,Cypher,Sentinel,10,0,0,None,1
U02805,Gold,929,47.5,4.1,9.75,1,Breach,Initiator,3,0,0,None,1
U02806,Immortal,636,65.1,5.4,12.53,1,Phoenix,Duelist,8,4.45,1,Wild Rift,1
U02807,Platinum,252,61.7,8.4,0.17,0,Phoenix,Duelist,4,0,0,None,1
U02808,Bronze,1062,59.3,12,0.33,0,Sova,Initiator,4,2.96,1,Legends of Runeterra,1
U02809,Gold,532,61.7,8.9,2.84,1,Neon,Duelist,8,3.01,1,Wild Rift,1
U02810,Platinum,851,49.3,11.4,7.3,1,Jett,Duelist,5,0,0,None,1
U02811,Silver,653,54.5,9,10.03,1,Raze,Duelist,3,4.5,1,TFT,1
U02812,Gold,194,46.1,3.6,0.38,0,Cypher,Sentinel,4,3.91,1,League of Legends,1
U02813,Platinum,1080,55.2,10.4,0.21,0,Jett,Duelist,2,0,0,None,1
U02814,Bronze,48,30.8,4,0.17,0,Fade,Initiator,5,0,0,None,0
U02815,Gold,1075,49.5,6.9,0.45,0,KAY/O,Initiator,4,0,0,None,1
U02816,Platinum,1018,41.3,6.4,9.96,1,Clove,Controller,5,2.02,1,League of Legends,1
U02817,Gold,479,41.9,7.9,0.66,0,Yoru,Duelist,5,0,0,None,1
U02818,Iron,581,40.6,6.3,0.01,0,Iso,Duelist,3,0,0,None,1
U02819,Iron,724,60.1,5.9,1.31,0,Jett,Duelist,3,0,0,None,0
U02820,Silver,616,45.7,7,0.42,0,Sage,Sentinel,4,0,0,None,1
U02821,Ascendant,750,52.9,10.2,10.74,1,Viper,Controller,3,4.89,1,Legends of Runeterra,1
U02822,Bronze,136,28,6.6,0.69,1,Yoru,Duelist,6,0,0,None,0
U02823,Gold,805,54.8,7.7,1.18,1,Sage,Sentinel,6,1.1,1,Legends of Runeterra,1
U02824,Bronze,927,34,13.4,8.67,1,Reyna,Duelist,4,0,0,None,1
U02825,Silver,365,45.5,10.9,0.47,0,Sova,Initiator,1,0,0,None,1
U02826,Diamond,636,58.4,7.5,3.74,1,Omen,Controller,3,5.8,1,TFT,1
U02827,Platinum,867,62.2,8.9,0.48,0,Gekko,Initiator,1,0,0,None,1
U02828,Iron,631,45.1,7.1,5.12,1,Brimstone,Controller,2,2.07,1,Legends of Runeterra,1
U02829,Silver,432,26.3,8,3.03,1,Phoenix,Duelist,5,0,0,None,1
U02830,Iron,569,14.4,6.9,8.19,1,Clove,Controller,1,0,0,None,1
U02831,Gold,53,52.4,8.5,0.57,0,Breach,Initiator,2,8.24,1,Wild Rift,1
U02832,Platinum,653,48,7.8,14.97,1,Reyna,Duelist,5,2.36,1,TFT,1
U02833,Bronze,1015,42.7,5.6,7.78,1,Harbor,Controller,4,0,0,None,1
U02834,Silver,252,61.6,6.6,7.67,1,Sage,Sentinel,6,6.74,1,Legends of Runeterra,1
U02835,Silver,208,33.6,2.6,0.37,0,Sova,Initiator,4,0,0,None,0
U02836,Diamond,829,65.5,11.1,0.98,0,Omen,Controller,3,0.5,1,Legends of Runeterra,1
U02837,Immortal,463,48.7,11.2,10.58,1,Viper,Controller,4,0,0,None,1
U02838,Iron,822,53.8,13,0.72,0,Killjoy,Sentinel,1,0,0,None,1
U02839,Platinum,913,56,5,10.86,1,Raze,Duelist,7,0,0,None,1
U02840,Silver,521,22.9,6.6,2.69,1,Omen,Controller,6,2.12,1,TFT,1
U02841,Silver,839,36,11.3,0.66,0,Harbor,Controller,5,6.44,1,TFT,1
U02842,Platinum,990,70,9.7,5.03,1,Raze,Duelist,8,8.46,1,TFT,1
U02843,Diamond,449,71.5,13.9,0.33,0,KAY/O,Initiator,5,0,0,None,1
U02844,Ascendant,678,60.3,13.8,0.33,0,KAY/O,Initiator,1,0,0,None,1
U02845,Gold,505,48.3,1,13.64,1,Killjoy,Sentinel,2,0,0,None,1
U02846,Silver,199,43.9,8.6,6.79,1,Clove,Controller,3,0,0,None,1
U02847,Platinum,203,52.2,9.4,6.05,1,Neon,Duelist,4,2.12,1,Wild Rift,1
U02848,Silver,499,39.3,7.7,1.09,0,Neon,Duelist,8,0,0,None,1
U02849,Gold,374,58.5,6.9,0.02,0,Astra,Controller,4,0,0,None,1
U02850,Silver,474,47.9,12.5,0.26,0,Harbor,Controller,10,0,0,None,1
U02851,Gold,1071,32.4,8.1,1.13,0,Raze,Duelist,7,0,0,None,1
U02852,Silver,657,48.9,1,0.7,0,Breach,Initiator,3,0,0,None,0
U02853,Bronze,621,40,6.1,6.07,1,Killjoy,Sentinel,3,4.83,1,League of Legends,1
U02854,Diamond,556,46.3,15.2,0.74,0,Reyna,Duelist,5,16.01,1,TFT,1
U02855,Bronze,485,60.8,4,0.12,0,Sova,Initiator,3,0,0,None,1
U02856,Gold,840,45.2,11.9,6.15,1,Brimstone,Controller,4,9.89,1,Wild Rift,1
U02857,Bronze,217,14.5,10.5,7.17,1,Clove,Controller,4,0,0,None,1
U02858,Iron,1050,32.1,6.2,1.33,1,Brimstone,Controller,6,0,0,None,1
U02859,Iron,740,46.9,7.6,5.23,1,Breach,Initiator,2,2.65,1,TFT,1
U02860,Bronze,558,26.9,7.2,1.5,0,Deadlock,Sentinel,4,0,0,None,1
U02861,Diamond,463,61.5,7.4,0.15,0,Jett,Duelist,2,3.12,1,TFT,1
U02862,Silver,317,29,5.8,6.37,1,Gekko,Initiator,3,6.5,1,League of Legends,1
U02863,Ascendant,528,69,13.7,10.25,1,Gekko,Initiator,2,7.74,1,League of Legends,1
U02864,Gold,332,37.1,7.7,3.39,1,Neon,Duelist,3,0,0,None,1
U02865,Silver,116,36.8,5.5,0.28,0,Omen,Controller,4,0,0,None,0
U02866,Gold,859,38.9,9.8,1.45,0,Neon,Duelist,6,0,0,None,1
U02867,Gold,467,51.2,9.5,12.88,1,Fade,Initiator,3,16.82,1,Wild Rift,1
U02868,Platinum,570,69.1,4.1,0.06,0,Fade,Initiator,1,11.29,1,Wild Rift,1
U02869,Silver,1075,41.2,5.9,8.9,1,Clove,Controller,1,0,0,None,1
U02870,Silver,862,40.9,2.7,5.81,1,Chamber,Sentinel,6,0,0,None,1
U02871,Diamond,826,43.1,16.7,7.17,1,Raze,Duelist,7,17.55,1,TFT,1
U02872,Ascendant,589,33.5,8.3,0.13,0,Deadlock,Sentinel,6,0,0,None,1
U02873,Diamond,791,44.3,7,0.39,0,Chamber,Sentinel,4,0,0,None,1
U02874,Silver,496,25.9,6.3,0.21,0,Reyna,Duelist,3,0,0,None,1
U02875,Platinum,704,24.4,6.3,9.07,1,Sage,Sentinel,1,0,0,None,1
U02876,Gold,714,43.1,7.7,0.78,0,Omen,Controller,1,0,0,None,1
U02877,Gold,167,37.5,11.9,0.32,0,Cypher,Sentinel,9,0,0,None,1
U02878,Bronze,607,54.5,7.7,0.3,0,Chamber,Sentinel,3,0,0,None,1
U02879,Gold,739,33.7,4,1.09,0,Cypher,Sentinel,3,0,0,None,0
U02880,Bronze,257,46,4,4.86,1,Breach,Initiator,1,0,0,None,0
U02881,Silver,310,48.8,8.3,11.57,1,Brimstone,Controller,1,0.62,1,League of Legends,1
U02882,Diamond,713,66,6.5,0.2,0,KAY/O,Initiator,10,2.77,1,Wild Rift,1
U02883,Bronze,857,35.8,6.8,1.73,1,Sova,Initiator,1,0,0,None,1
U02884,Iron,460,50.8,14.9,9.46,1,Yoru,Duelist,2,0,0,None,1
U02885,Iron,1093,41.7,4,7.64,1,Fade,Initiator,2,1.02,1,Legends of Runeterra,1
U02886,Ascendant,331,66.7,5.1,9.26,1,Killjoy,Sentinel,7,0,0,None,1
U02887,Gold,562,72.7,6,9.19,1,Cypher,Sentinel,3,14.94,1,Wild Rift,1
U02888,Silver,798,39.5,2.4,0.28,0,Chamber,Sentinel,7,0,0,None,0
U02889,Platinum,473,49,12.5,13.63,1,Phoenix,Duelist,7,7.73,1,League of Legends,1
U02890,Diamond,1086,45.7,5.5,6.98,1,Brimstone,Controller,1,2.56,1,Legends of Runeterra,1
U02891,Silver,289,59.5,4.9,0.63,0,Viper,Controller,3,0,0,None,0
U02892,Platinum,768,78.3,4.6,0.4,0,Raze,Duelist,6,0,0,None,1
U02893,Platinum,825,55.8,3.5,0.14,0,Sova,Initiator,4,0,0,None,1
U02894,Gold,99,24.7,8,0.55,0,Sova,Initiator,4,14.12,1,Legends of Runeterra,1
U02895,Bronze,1012,27.4,5.1,1.08,0,Deadlock,Sentinel,4,0,0,None,1
U02896,Diamond,510,63.9,3.6,18.94,1,Chamber,Sentinel,4,0.5,1,TFT,1
U02897,Gold,53,30.3,7.1,0.84,0,Killjoy,Sentinel,5,0,0,None,1
U02898,Silver,994,33.8,8.9,0.2,0,KAY/O,Initiator,2,0,0,None,1
U02899,Silver,775,33.4,6.5,1.57,1,Yoru,Duelist,5,0,0,None,1
U02900,Iron,874,34.1,8.8,6.63,1,Sage,Sentinel,2,7.41,1,TFT,1
U02901,Bronze,354,41.1,12.5,0,0,Yoru,Duelist,2,0,0,None,1
U02902,Platinum,827,24.3,11,0.06,0,Skye,Initiator,3,0.91,1,Wild Rift,1
U02903,Iron,47,16.7,7.6,5.43,1,Neon,Duelist,5,0,0,None,1
U02904,Silver,73,23,10.2,6.27,1,Chamber,Sentinel,3,0,0,None,1
U02905,Gold,184,27.4,14.9,0.45,0,Jett,Duelist,4,0,0,None,1
U02906,Iron,896,35.2,2.7,7.81,1,Raze,Duelist,1,0,0,None,1
U02907,Immortal,951,58.3,11.7,0.03,0,Clove,Controller,6,0.5,1,Legends of Runeterra,1
U02908,Bronze,772,50.2,4.4,8.71,1,Raze,Duelist,1,0,0,None,1
U02909,Silver,254,47.7,8.5,0.52,0,Deadlock,Sentinel,4,0,0,None,1
U02910,Silver,246,34,3.8,0.26,0,Iso,Duelist,3,0,0,None,0
U02911,Bronze,60,40.8,9.7,0.02,0,Sage,Sentinel,3,0,0,None,1
U02912,Iron,927,47.7,7.8,0.53,0,Viper,Controller,3,0,0,None,0
U02913,Platinum,964,44.3,13.1,0.25,0,Brimstone,Controller,4,0,0,None,1
U02914,Ascendant,474,49.3,8.6,0.01,0,Sage,Sentinel,6,0,0,None,1
U02915,Bronze,559,26.7,6.5,10.08,1,Gekko,Initiator,1,0,0,None,1
U02916,Platinum,767,37.3,7.7,0.12,0,Breach,Initiator,7,11.55,1,Wild Rift,1
U02917,Platinum,903,55.2,16,0.36,0,Neon,Duelist,5,0,0,None,1
U02918,Diamond,595,50,10.9,8.96,1,Reyna,Duelist,4,0,0,None,1
U02919,Silver,105,64.5,11.8,0.22,0,Killjoy,Sentinel,2,0,0,None,1
U02920,Silver,576,32.9,10,0.69,0,Reyna,Duelist,2,0,0,None,1
U02921,Silver,296,50.1,10.4,9.8,1,Breach,Initiator,3,6.22,1,TFT,1
U02922,Platinum,346,51.6,4.2,6.32,1,Breach,Initiator,4,0,0,None,1
U02923,Platinum,54,45.9,6.9,10.13,1,Viper,Controller,1,2.78,1,Wild Rift,1
U02924,Bronze,189,32.8,5.5,0.39,0,Phoenix,Duelist,2,0,0,None,0
U02925,Silver,625,48.2,8,11.73,1,Killjoy,Sentinel,3,0,0,None,1
U02926,Diamond,929,56.5,8.7,1.53,0,Raze,Duelist,2,12.57,1,Wild Rift,1
U02927,Platinum,531,49.4,3.8,10.68,1,Clove,Controller,1,0.5,1,League of Legends,1
U02928,Immortal,1042,61.1,9.9,10.12,1,Cypher,Sentinel,4,1.15,1,Legends of Runeterra,1
U02929,Platinum,732,47.4,2.6,6.93,1,Raze,Duelist,2,0,0,None,1
U02930,Silver,30,21.3,10.1,0.65,0,Killjoy,Sentinel,1,0,0,None,0
U02931,Gold,770,45,8.5,9.74,1,Astra,Controller,3,3.92,1,Wild Rift,1
U02932,Platinum,349,43.8,12.3,13.81,1,Cypher,Sentinel,4,0,0,None,1
U02933,Iron,411,58.4,7.6,0.4,0,Gekko,Initiator,5,0,0,None,0
U02934,Gold,927,51.6,6.8,0.35,0,Neon,Duelist,3,0,0,None,1
U02935,Platinum,746,49.4,3.9,7.98,1,Sage,Sentinel,3,0,0,None,1
U02936,Bronze,336,43.6,6.2,0,0,Killjoy,Sentinel,3,0,0,None,1
U02937,Platinum,420,34.7,6.2,0.03,0,Jett,Duelist,2,0,0,None,1
U02938,Gold,1019,36.7,9.3,5.18,1,Chamber,Sentinel,2,0,0,None,1
U02939,Ascendant,327,49,8.1,10.72,1,Chamber,Sentinel,4,0,0,None,1
U02940,Iron,262,39.7,8.8,0.04,0,Sova,Initiator,4,0,0,None,1
U02941,Silver,300,35.8,11.9,1.79,0,Jett,Duelist,4,2.11,1,Wild Rift,1
U02942,Gold,706,38,4,0.26,0,Skye,Initiator,4,9,1,Legends of Runeterra,1
U02943,Silver,735,28.2,7.8,0.19,0,Sage,Sentinel,3,0,0,None,1
U02944,Platinum,263,47.3,8.5,0.37,0,Reyna,Duelist,7,4.37,1,League of Legends,1
U02945,Platinum,874,49,9.5,6.04,1,Omen,Controller,4,0,0,None,1
U02946,Bronze,520,43.1,9.5,7.22,1,Astra,Controller,6,0,0,None,1
U02947,Gold,532,35.6,13,0.31,0,Reyna,Duelist,5,0,0,None,1
U02948,Gold,919,48.4,4.9,8.56,1,Gekko,Initiator,10,0,0,None,1
U02949,Silver,621,28.5,3.1,0.09,0,Reyna,Duelist,5,0,0,None,0
U02950,Ascendant,775,50.4,10,0.22,0,Omen,Controller,2,6.15,1,TFT,1
U02951,Diamond,457,53.6,10.3,2.83,1,Fade,Initiator,4,16.49,1,Legends of Runeterra,1
U02952,Platinum,726,43.9,10.8,0.27,0,Yoru,Duelist,6,0,0,None,1
U02953,Platinum,675,28.3,6.3,0.45,0,Cypher,Sentinel,5,0,0,None,1
U02954,Gold,761,26.7,3.5,7.92,1,Breach,Initiator,6,0,0,None,1
U02955,Ascendant,829,55.7,13.1,10.59,1,Viper,Controller,6,0,0,None,1
U02956,Platinum,393,54,10.1,11.1,1,Killjoy,Sentinel,5,0,0,None,1
U02957,Platinum,231,51.1,7.5,0.63,0,Raze,Duelist,6,0,0,None,1
U02958,Diamond,911,57.2,2.6,0.08,0,Reyna,Duelist,2,0,0,None,1
U02959,Silver,175,37.6,5.8,6.7,1,Jett,Duelist,4,0,0,None,0
U02960,Platinum,865,55.9,10.7,0.04,0,Iso,Duelist,4,1.02,1,TFT,1
U02961,Bronze,668,42,8.7,6.38,1,Killjoy,Sentinel,5,0,0,None,1
U02962,Silver,164,33.3,3.7,7.69,1,Clove,Controller,2,7.78,1,Wild Rift,1
U02963,Silver,655,47.2,9.7,7.9,1,Cypher,Sentinel,5,0,0,None,1
U02964,Immortal,93,59.6,9.5,10.83,1,Clove,Controller,6,0,0,None,1
U02965,Diamond,520,70.1,12.8,13.26,1,Jett,Duelist,5,0,0,None,1
U02966,Platinum,70,63.6,6.5,12.16,1,Breach,Initiator,5,0,0,None,1
U02967,Platinum,1056,45.9,6.7,12.46,1,Jett,Duelist,2,5.04,1,Legends of Runeterra,1
U02968,Gold,942,39,8.5,5.44,1,Jett,Duelist,10,0,0,None,1
U02969,Ascendant,1004,71.7,8.1,0.04,0,KAY/O,Initiator,8,0.5,1,TFT,1
U02970,Gold,397,50.6,5.6,0.59,0,Sova,Initiator,1,0,0,None,1
U02971,Silver,947,38.9,13.3,10.96,1,Omen,Controller,3,0,0,None,1
U02972,Bronze,1057,14.1,11.7,0.09,0,Jett,Duelist,4,0,0,None,1
U02973,Platinum,273,37.9,5.7,0.5,0,Omen,Controller,3,0,0,None,0
U02974,Platinum,931,37.1,9.3,0.37,0,Jett,Duelist,5,0,0,None,1
U02975,Silver,195,39.2,3.2,0.42,0,Fade,Initiator,4,0,0,None,0
U02976,Iron,1079,42.4,12.1,2.63,0,Sova,Initiator,4,5.39,1,Wild Rift,1
U02977,Diamond,1070,59.3,11.3,8.56,1,Neon,Duelist,2,0.7,1,TFT,1
U02978,Iron,757,53,10,1.23,0,Iso,Duelist,1,0,0,None,1
U02979,Platinum,512,58.2,7.8,9.63,1,Jett,Duelist,3,0.5,1,League of Legends,1
U02980,Immortal,572,40.4,13.3,0.27,0,Iso,Duelist,1,1.31,1,TFT,1
U02981,Silver,960,53.4,11.3,5.87,1,Jett,Duelist,6,0,0,None,1
U02982,Bronze,429,58.8,6.9,0.52,0,Sage,Sentinel,4,0,0,None,1
